517401,12.8524901,78.5433701
517423,12.8788914,78.3728456
517424,12.988429,78.5433701
517132,13.0702142,79.1209829
517415,13.0811671,78.5887951
517403,13.1085913,79.2225576
517506,13.1329906,78.6058242
517422,13.1335649,79.0079949
517429,13.1405293,78.9061921
517419,13.1630525,79.1661407
517002,13.1774638,79.1040432
517408,13.1800256,78.7702895
517128,13.1809709,79.0532061
517421,13.2033636,79.3127543
517432,13.2194204,78.6341996
517001,13.2239196,79.1266288
517004,13.2264547,79.0532061
517125,13.2322564,79.1887115
517599,13.2526647,79.4028639
517131,13.2709776,79.0306032
517127,13.2748756,79.1209829
517416,13.2749438,78.8609122
517167,13.2925189,79.2676668
517586,13.3002577,79.7287703
517590,13.3175496,79.5940544
517129,13.3343094,78.9175088
517414,13.3500392,78.7589558
517247,13.3537542,78.5887951
517592,13.3539535,79.5097549
517591,13.3549782,79.6726632
517589,13.3604546,79.8072611
517124,13.3639891,79.0758037
517126,13.3698329,79.2112769
517582,13.3784476,79.4141214
517584,13.3900251,79.5547244
517417,13.390906,78.4069732
517587,13.3923015,79.7288797
517130,13.4154851,78.951451
517569,13.4311482,79.3127543
517581,13.4314111,79.6996615
517583,13.4406458,79.5378634
517257,13.4529694,78.7702895
517588,13.4571793,79.9416549
517112,13.4808604,79.1435645
517325,13.4839946,78.4524591
517571,13.4972228,79.5266211
517152,13.4997098,79.0532061
517561,13.5262282,79.4028639
517280,13.5378946,78.6341996
517113,13.543315,79.0079949
517123,13.55019,78.9061921
517102,13.5532002,79.233837
524401,13.555735,80.1205256
517172,13.5601853,79.1322744
517643,13.5613348,79.6951103
517551,13.5702347,79.4985091
517101,13.5789447,79.3014845
517503,13.5856926,79.4591378
517526,13.5904446,79.5715822
517234,13.591716,78.8156113
517541,13.5924758,79.8968798
517505,13.598732,79.3634517
517352,13.6163316,78.3614672
517502,13.6225336,79.385975
517501,13.6244611,79.4310052
517319,13.6357039,78.5320107
517277,13.644078,78.713608
517520,13.6511377,79.5209994
517370,13.6553903,78.2248291
517193,13.6559266,79.1040432
517299,13.6627059,78.6228504
517507,13.6761044,79.4366324
524121,13.6876063,79.9864071
517237,13.6927997,78.7816219
524124,13.6965753,80.2098219
517350,13.703024,78.509288
517192,13.7050395,79.0532061
517504,13.7069877,79.3578201
517641,13.7085005,79.6614376
517391,13.7095899,78.1678439
517645,13.7150461,79.8184684
517291,13.7202407,78.6341996
517214,13.7367644,78.9966888
517644,13.7392101,79.7119419
517351,13.7411065,78.3500875
517194,13.7448047,79.1774268
515211,13.7556923,77.4931403
517235,13.7602192,78.7589558
517619,13.7604446,79.5378634
517640,13.761147,79.689499
517213,13.7783538,78.9061921
515321,13.7820139,77.1255055
524123,13.7828099,80.0758425
517642,13.8037856,79.7512033
517297,13.8192039,78.5547283
517236,13.8198968,78.8156113
516101,13.82031,79.3352899
515311,13.8225579,77.0334179
524129,13.8294914,79.8184684
517390,13.8301343,78.3045565
515201,13.8358978,77.5046101
515341,13.8452647,77.6879696
517536,13.8467369,79.6838874
515331,13.8513956,77.5848665
517620,13.8648501,79.5715822
517305,13.8680541,78.6228504
524126,13.8689601,79.9416549
517418,13.8703455,78.4297187
515601,13.8726691,77.779537
515303,13.8742687,77.3668965
